Number of Beds,Number of Paths,Area of Apartment,Location,Price,Links,Seller Name,Seller Link
3 Beds,3 Baths,206 Sq. M.,"Sawari, Moharam Bik, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502606397.html,Habiba Belal,https://www.bayut.eg/en/brokers/habiba-belal-00000000-49cf-801f-8000-024213371337.html
5 Beds,5 Baths,800 Sq. M.,"Jewar, King Mariout, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502591328.html,Thourya Mohsen,nan
5 Beds,5 Baths,800 Sq. M.,"Jewar, King Mariout, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502591328.html,Thourya Mohsen,nan
4 Beds,3 Baths,364 Sq. M.,"King Mariout, Alexandria","16,000,000",https://www.bayut.eg/en/property/details-502590955.html,Thourya Mohsen,nan
4 Beds,3 Baths,364 Sq. M.,"King Mariout, Alexandria","16,000,000",https://www.bayut.eg/en/property/details-502590955.html,Thourya Mohsen,nan
4 Beds,3 Baths,196 Sq. M.,"Murooj, Smoha, Alexandria","11,760,000",https://www.bayut.eg/en/property/details-502621475.html,Apex For Real Estate Investment,https://www.bayut.eg/en/brokers/apex-for-real-estate-investment-00000000-40bf-801f-8000-024213371337.html
4 Beds,3 Baths,196 Sq. M.,"Murooj, Smoha, Alexandria","11,760,000",https://www.bayut.eg/en/property/details-502621475.html,Apex For Real Estate Investment,https://www.bayut.eg/en/brokers/apex-for-real-estate-investment-00000000-40bf-801f-8000-024213371337.html
3 Beds,2 Baths,155 Sq. M.,"Al Ibrahimiyyah, Alexandria","4,100,000",https://www.bayut.eg/en/property/details-502589379.html,Noha Moustafa,https://www.bayut.eg/en/brokers/noha-moustafa-00000000-4906-801f-8000-024213371337.html
3 Beds,2 Baths,155 Sq. M.,"Al Ibrahimiyyah, Alexandria","4,100,000",https://www.bayut.eg/en/property/details-502589379.html,Noha Moustafa,https://www.bayut.eg/en/brokers/noha-moustafa-00000000-4906-801f-8000-024213371337.html
3 Beds,2 Baths,120 Sq. M.,"Orouba Skyline, Smoha, Alexandria","4,700,000",https://www.bayut.eg/en/property/details-502609325.html,Elevate For Real Estate,nan
3 Beds,2 Baths,120 Sq. M.,"Orouba Skyline, Smoha, Alexandria","4,700,000",https://www.bayut.eg/en/property/details-502609325.html,Elevate For Real Estate,nan
3 Beds,2 Baths,144 Sq. M.,"Smoha, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-502616470.html,Mohamed Samy,nan
3 Beds,2 Baths,144 Sq. M.,"Smoha, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-502616470.html,Mohamed Samy,nan
6 Beds,6 Baths,800 Sq. M.,"King Mariout, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502605822.html,Waleed,nan
6 Beds,6 Baths,800 Sq. M.,"King Mariout, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502605822.html,Waleed,nan
3 Beds,1 Bath,160 Sq. M.,"Waboor Elmayah, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502613762.html,Mahmoud Attia,nan
3 Beds,1 Bath,160 Sq. M.,"Waboor Elmayah, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502613762.html,Mahmoud Attia,nan
3 Beds,2 Baths,145 Sq. M.,"Murooj, Smoha, Alexandria","5,492,000",https://www.bayut.eg/en/property/details-502549925.html,Zeyad Ammar,https://www.bayut.eg/en/brokers/zeyad-ammar-00000000-4a16-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Murooj, Smoha, Alexandria","5,492,000",https://www.bayut.eg/en/property/details-502549925.html,Zeyad Ammar,https://www.bayut.eg/en/brokers/zeyad-ammar-00000000-4a16-801f-8000-024213371337.html
3 Beds,2 Baths,130 Sq. M.,"Smoha, Alexandria","3,150,000",https://www.bayut.eg/en/property/details-502614327.html,Ahmed,nan
3 Beds,2 Baths,130 Sq. M.,"Smoha, Alexandria","3,150,000",https://www.bayut.eg/en/property/details-502614327.html,Ahmed,nan
4 Beds,2 Baths,182 Sq. M.,"Laurent, Alexandria","6,250,000",https://www.bayut.eg/en/property/details-502579951.html,Mohamed Samy,nan
4 Beds,2 Baths,182 Sq. M.,"Laurent, Alexandria","6,250,000",https://www.bayut.eg/en/property/details-502579951.html,Mohamed Samy,nan
3 Beds,2 Baths,150 Sq. M.,"Bolkly, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502641656.html,Mohamed Nabil,nan
3 Beds,2 Baths,150 Sq. M.,"Bolkly, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502641656.html,Mohamed Nabil,nan
2 Beds,2 Baths,123 Sq. M.,"Murooj, Smoha, Alexandria","5,050,000",https://www.bayut.eg/en/property/details-502603105.html,Mohamed Farag Allah,https://www.bayut.eg/en/brokers/mohamed-farag-allah-00000000-336c-801f-8000-024213371337.html
2 Beds,2 Baths,123 Sq. M.,"Murooj, Smoha, Alexandria","5,050,000",https://www.bayut.eg/en/property/details-502603105.html,Mohamed Farag Allah,https://www.bayut.eg/en/brokers/mohamed-farag-allah-00000000-336c-801f-8000-024213371337.html
3 Beds,2 Baths,170 Sq. M.,"Al Ibrahimiyyah, Alexandria","5,300,000",https://www.bayut.eg/en/property/details-502635633.html,Deyar Realestate,nan
3 Beds,2 Baths,170 Sq. M.,"Al Ibrahimiyyah, Alexandria","5,300,000",https://www.bayut.eg/en/property/details-502635633.html,Deyar Realestate,nan
2 Beds,1 Bath,134 Sq. M.,"Fayrouzit Smouha, Smoha, Alexandria","3,650,000",https://www.bayut.eg/en/property/details-502576617.html,Omar Hosni,https://www.bayut.eg/en/brokers/omar-hosni-00000000-2248-801f-8000-024213371337.html
2 Beds,1 Bath,134 Sq. M.,"Fayrouzit Smouha, Smoha, Alexandria","3,650,000",https://www.bayut.eg/en/property/details-502576617.html,Omar Hosni,https://www.bayut.eg/en/brokers/omar-hosni-00000000-2248-801f-8000-024213371337.html
5 Beds,5 Baths,600 Sq. M.,"Borg al-Arab, Alexandria","26,500,000",https://www.bayut.eg/en/property/details-502518803.html,Khalid Al-Qadi,nan
5 Beds,5 Baths,600 Sq. M.,"Borg al-Arab, Alexandria","26,500,000",https://www.bayut.eg/en/property/details-502518803.html,Khalid Al-Qadi,nan
3 Beds,1 Bath,125 Sq. M.,"Moharam Bik, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502641630.html,Enas Ahmed,nan
3 Beds,1 Bath,125 Sq. M.,"Moharam Bik, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502641630.html,Enas Ahmed,nan
3 Beds,3 Baths,227 Sq. M.,"Sawari, Moharam Bik, Alexandria","8,600,000",https://www.bayut.eg/en/property/details-502522346.html,Ibrahim Ashraf,https://www.bayut.eg/en/brokers/ibrahim-ashraf-00000000-3342-801f-8000-024213371337.html
3 Beds,3 Baths,227 Sq. M.,"Sawari, Moharam Bik, Alexandria","8,600,000",https://www.bayut.eg/en/property/details-502522346.html,Ibrahim Ashraf,https://www.bayut.eg/en/brokers/ibrahim-ashraf-00000000-3342-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
7 Beds,6 Baths,700 Sq. M.,"Alex West, Agami, Alexandria","32,000,000",https://www.bayut.eg/en/property/details-502539270.html,Mohamed Matar,https://www.bayut.eg/en/brokers/mohamed-matar-00000000-185f-801f-8000-024213371337.html
7 Beds,6 Baths,700 Sq. M.,"Alex West, Agami, Alexandria","32,000,000",https://www.bayut.eg/en/property/details-502539270.html,Mohamed Matar,https://www.bayut.eg/en/brokers/mohamed-matar-00000000-185f-801f-8000-024213371337.html
7 Beds,6 Baths,700 Sq. M.,"Alex West, Agami, Alexandria","32,000,000",https://www.bayut.eg/en/property/details-502539270.html,Mohamed Matar,https://www.bayut.eg/en/brokers/mohamed-matar-00000000-185f-801f-8000-024213371337.html
3 Beds,2 Baths,182 Sq. M.,"Valore, Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502613904.html,Ali Elsayed,nan
3 Beds,2 Baths,182 Sq. M.,"Valore, Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502613904.html,Ali Elsayed,nan
3 Beds,1 Bath,135 Sq. M.,"Sidi Beshr, Alexandria","3,300,000",https://www.bayut.eg/en/property/details-502570132.html,Hany Alsafir,nan
3 Beds,1 Bath,135 Sq. M.,"Sidi Beshr, Alexandria","3,300,000",https://www.bayut.eg/en/property/details-502570132.html,Hany Alsafir,nan
2 Beds,2 Baths,140 Sq. M.,"Sidi Gaber, Alexandria","3,400,000",https://www.bayut.eg/en/property/details-502602654.html,Dalia Hussin,nan
2 Beds,2 Baths,140 Sq. M.,"Sidi Gaber, Alexandria","3,400,000",https://www.bayut.eg/en/property/details-502602654.html,Dalia Hussin,nan
3 Beds,2 Baths,175 Sq. M.,"Miami, Alexandria","2,000,000",https://www.bayut.eg/en/property/details-502436574.html,Abdelrhman Kamal,https://www.bayut.eg/en/brokers/abdelrhman-kamal-00000000-3e07-801f-8000-024213371337.html
3 Beds,2 Baths,175 Sq. M.,"Miami, Alexandria","2,000,000",https://www.bayut.eg/en/property/details-502436574.html,Abdelrhman Kamal,https://www.bayut.eg/en/brokers/abdelrhman-kamal-00000000-3e07-801f-8000-024213371337.html
320 Sq. M.,"Moharam Bik, Alexandria","1,850,000",,,https://www.bayut.eg/en/property/details-202208100.html,Mohamed Khaled,nan
320 Sq. M.,"Moharam Bik, Alexandria","1,850,000",,,https://www.bayut.eg/en/property/details-202208100.html,Mohamed Khaled,nan
5 Beds,4 Baths,600 Sq. M.,"San Stefano, Alexandria","37,000,000",https://www.bayut.eg/en/property/details-204447917.html,Ayman Saeed,nan
5 Beds,4 Baths,600 Sq. M.,"San Stefano, Alexandria","37,000,000",https://www.bayut.eg/en/property/details-204447917.html,Ayman Saeed,nan
2 Beds,1 Bath,130 Sq. M.,"Miami, Alexandria","3,000,000",https://www.bayut.eg/en/property/details-203645373.html,الصفوة للتسويق العقاري,nan
2 Beds,1 Bath,130 Sq. M.,"Miami, Alexandria","3,000,000",https://www.bayut.eg/en/property/details-203645373.html,الصفوة للتسويق العقاري,nan
3 Beds,3 Baths,345 Sq. M.,"Kafr Abdo, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-203424520.html,الصفوة للتسويق العقاري,nan
3 Beds,3 Baths,345 Sq. M.,"Kafr Abdo, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-203424520.html,الصفوة للتسويق العقاري,nan
3 Beds,3 Baths,217 Sq. M.,"Valore Antoniades, Smoha, Alexandria","8,463,000",https://www.bayut.eg/en/property/details-502631004.html,Ingy Ashraf,nan
3 Beds,3 Baths,217 Sq. M.,"Valore Antoniades, Smoha, Alexandria","8,463,000",https://www.bayut.eg/en/property/details-502631004.html,Ingy Ashraf,nan
3 Beds,2 Baths,227 Sq. M.,"Sawari, Moharam Bik, Alexandria","11,350,000",https://www.bayut.eg/en/property/details-502614582.html,Ingy Ashraf,nan
3 Beds,2 Baths,227 Sq. M.,"Sawari, Moharam Bik, Alexandria","11,350,000",https://www.bayut.eg/en/property/details-502614582.html,Ingy Ashraf,nan
2 Beds,1 Bath,100 Sq. M.,"Sidi Beshr, Alexandria","2,500,000",https://www.bayut.eg/en/property/details-502638397.html,Hany Alsafir,nan
2 Beds,1 Bath,100 Sq. M.,"Sidi Beshr, Alexandria","2,500,000",https://www.bayut.eg/en/property/details-502638397.html,Hany Alsafir,nan
276 Sq. M.,"Borg al-Arab, Alexandria","1,750,000",,,https://www.bayut.eg/en/property/details-502326352.html,Quality For Real Estate,nan
276 Sq. M.,"Borg al-Arab, Alexandria","1,750,000",,,https://www.bayut.eg/en/property/details-502326352.html,Quality For Real Estate,nan
3 Beds,3 Baths,220 Sq. M.,"Smoha, Alexandria","9,750,000",https://www.bayut.eg/en/property/details-502456828.html,Mahmoud Becher,nan
3 Beds,3 Baths,220 Sq. M.,"Smoha, Alexandria","9,750,000",https://www.bayut.eg/en/property/details-502456828.html,Mahmoud Becher,nan
3 Beds,3 Baths,250 Sq. M.,"Saba Pasha, Alexandria","6,700,000",https://www.bayut.eg/en/property/details-502298984.html,Marwan Elhoseany,https://www.bayut.eg/en/brokers/marwan-elhoseany-00000000-14a7-801f-8000-024213371337.html
3 Beds,3 Baths,250 Sq. M.,"Saba Pasha, Alexandria","6,700,000",https://www.bayut.eg/en/property/details-502298984.html,Marwan Elhoseany,https://www.bayut.eg/en/brokers/marwan-elhoseany-00000000-14a7-801f-8000-024213371337.html
2 Beds,2 Baths,145 Sq. M.,"Waboor Elmayah, Alexandria","4,250,000",https://www.bayut.eg/en/property/details-502303423.html,Mahmoud Adel Mohamed,https://www.bayut.eg/en/brokers/mahmoud-adel-mohamed-00000000-463a-801f-8000-024213371337.html
2 Beds,2 Baths,145 Sq. M.,"Waboor Elmayah, Alexandria","4,250,000",https://www.bayut.eg/en/property/details-502303423.html,Mahmoud Adel Mohamed,https://www.bayut.eg/en/brokers/mahmoud-adel-mohamed-00000000-463a-801f-8000-024213371337.html
3 Beds,3 Baths,289 Sq. M.,"Smoha, Alexandria","15,000,000",https://www.bayut.eg/en/property/details-502593511.html,Omar Abdelsattar,https://www.bayut.eg/en/brokers/omar-abdelsattar-00000000-1748-801f-8000-024213371337.html
3 Beds,3 Baths,289 Sq. M.,"Smoha, Alexandria","15,000,000",https://www.bayut.eg/en/property/details-502593511.html,Omar Abdelsattar,https://www.bayut.eg/en/brokers/omar-abdelsattar-00000000-1748-801f-8000-024213371337.html
2 Beds,1 Bath,95 Sq. M.,"Sidi Beshr, Alexandria","3,000,000",https://www.bayut.eg/en/property/details-502158139.html,نسرين العربي,https://www.bayut.eg/en/brokers/%D9%86%D8%B3%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-00000000-1804-801f-8000-024213371337.html
2 Beds,1 Bath,95 Sq. M.,"Sidi Beshr, Alexandria","3,000,000",https://www.bayut.eg/en/property/details-502158139.html,نسرين العربي,https://www.bayut.eg/en/brokers/%D9%86%D8%B3%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-00000000-1804-801f-8000-024213371337.html
4 Beds,3 Baths,225 Sq. M.,"Antoniadis City, Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-204706583.html,Beatk For Real State,nan
4 Beds,3 Baths,225 Sq. M.,"Antoniadis City, Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-204706583.html,Beatk For Real State,nan
3 Beds,2 Baths,118 Sq. M.,"Orouba Skyline, Smoha, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502122601.html,Khalid Al-Qadi,nan
3 Beds,2 Baths,118 Sq. M.,"Orouba Skyline, Smoha, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502122601.html,Khalid Al-Qadi,nan
4 Beds,4 Baths,380 Sq. M.,"King Mariout, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502119016.html,El Razk Real Estate,nan
4 Beds,4 Baths,380 Sq. M.,"King Mariout, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502119016.html,El Razk Real Estate,nan
3 Beds,3 Baths,158 Sq. M.,"Sawari, Moharam Bik, Alexandria","5,930,000",https://www.bayut.eg/en/property/details-502111916.html,Ali Hamdy,https://www.bayut.eg/en/brokers/ali-hamdy-c612f725-2e64-4ed2-a2ae-6a76d3b0e84c.html
3 Beds,3 Baths,158 Sq. M.,"Sawari, Moharam Bik, Alexandria","5,930,000",https://www.bayut.eg/en/property/details-502111916.html,Ali Hamdy,https://www.bayut.eg/en/brokers/ali-hamdy-c612f725-2e64-4ed2-a2ae-6a76d3b0e84c.html
4 Beds,4 Baths,385 Sq. M.,"Smoha, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502091367.html,Ahmed Metwaly,https://www.bayut.eg/en/brokers/ahmed-metwaly-00000000-17d5-801f-8000-024213371337.html
4 Beds,4 Baths,385 Sq. M.,"Smoha, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502091367.html,Ahmed Metwaly,https://www.bayut.eg/en/brokers/ahmed-metwaly-00000000-17d5-801f-8000-024213371337.html
3 Beds,1 Bath,185 Sq. M.,"Roushdy, Alexandria","6,200,000",https://www.bayut.eg/en/property/details-502093330.html,Mahmoud Barakat,https://www.bayut.eg/en/brokers/mahmoud-barakat-00000000-159d-801f-8000-024213371337.html
3 Beds,1 Bath,185 Sq. M.,"Roushdy, Alexandria","6,200,000",https://www.bayut.eg/en/property/details-502093330.html,Mahmoud Barakat,https://www.bayut.eg/en/brokers/mahmoud-barakat-00000000-159d-801f-8000-024213371337.html
2 Beds,1 Bath,125 Sq. M.,"Sporting, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502042344.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
3 Beds,2 Baths,118 Sq. M.,"Orouba Skyline, Smoha, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502079043.html,Khalid Al-Qadi,nan
3 Beds,2 Baths,118 Sq. M.,"Orouba Skyline, Smoha, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502079043.html,Khalid Al-Qadi,nan
3 Beds,2 Baths,118 Sq. M.,"Orouba Skyline, Smoha, Alexandria","6,600,000",https://www.bayut.eg/en/property/details-502079043.html,Khalid Al-Qadi,nan
3 Beds,2 Baths,148 Sq. M.,"Mandara, Alexandria","6,100,000",https://www.bayut.eg/en/property/details-502047509.html,Ibrahem Elkady,https://www.bayut.eg/en/brokers/ibrahem-elkady-00000000-2363-801f-8000-024213371337.html
3 Beds,2 Baths,148 Sq. M.,"Mandara, Alexandria","6,100,000",https://www.bayut.eg/en/property/details-502047509.html,Ibrahem Elkady,https://www.bayut.eg/en/brokers/ibrahem-elkady-00000000-2363-801f-8000-024213371337.html
3 Beds,2 Baths,128 Sq. M.,"Laurent, Alexandria","3,750,000",https://www.bayut.eg/en/property/details-501693190.html,Mahmoud Barakat,https://www.bayut.eg/en/brokers/mahmoud-barakat-00000000-159d-801f-8000-024213371337.html
3 Beds,2 Baths,128 Sq. M.,"Laurent, Alexandria","3,750,000",https://www.bayut.eg/en/property/details-501693190.html,Mahmoud Barakat,https://www.bayut.eg/en/brokers/mahmoud-barakat-00000000-159d-801f-8000-024213371337.html
3 Beds,2 Baths,144 Sq. M.,"Laurent, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-501914709.html,Mohamed Samy,nan
3 Beds,2 Baths,144 Sq. M.,"Laurent, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-501914709.html,Mohamed Samy,nan
3 Beds,2 Baths,160 Sq. M.,"Al Ibrahimiyyah, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-501487252.html,نسرين العربي,https://www.bayut.eg/en/brokers/%D9%86%D8%B3%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-00000000-1804-801f-8000-024213371337.html
3 Beds,2 Baths,160 Sq. M.,"Al Ibrahimiyyah, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-501487252.html,نسرين العربي,https://www.bayut.eg/en/brokers/%D9%86%D8%B3%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-00000000-1804-801f-8000-024213371337.html
4 Beds,2 Baths,182 Sq. M.,"Stanley, Alexandria","6,250,000",https://www.bayut.eg/en/property/details-502140962.html,Mohamed Nabil,nan
4 Beds,2 Baths,182 Sq. M.,"Stanley, Alexandria","6,250,000",https://www.bayut.eg/en/property/details-502140962.html,Mohamed Nabil,nan
3 Beds,2 Baths,144 Sq. M.,"Miami, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-501455931.html,Mohamed Nabil,nan
3 Beds,2 Baths,144 Sq. M.,"Miami, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-501455931.html,Mohamed Nabil,nan
3 Beds,2 Baths,150 Sq. M.,"Saba Pasha, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502020599.html,Mohamed Samy,nan
3 Beds,2 Baths,150 Sq. M.,"Saba Pasha, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502020599.html,Mohamed Samy,nan
3 Beds,2 Baths,178 Sq. M.,"Smoha, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-500805248.html,Eslam Farouq,https://www.bayut.eg/en/brokers/eslam-farouq-c33d5854-81df-49fa-81ea-ad82105a3f85.html
3 Beds,2 Baths,178 Sq. M.,"Smoha, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-500805248.html,Eslam Farouq,https://www.bayut.eg/en/brokers/eslam-farouq-c33d5854-81df-49fa-81ea-ad82105a3f85.html
3 Beds,2 Baths,184 Sq. M.,"Alex West, Agami, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502684366.html,Mahmoud Attia,nan
3 Beds,2 Baths,184 Sq. M.,"Alex West, Agami, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502684366.html,Mahmoud Attia,nan
2 Beds,1 Bath,80 Sq. M.,"Sidi Beshr, Alexandria","1,350,000",https://www.bayut.eg/en/property/details-502684350.html,Alex View,nan
2 Beds,1 Bath,80 Sq. M.,"Sidi Beshr, Alexandria","1,350,000",https://www.bayut.eg/en/property/details-502684350.html,Alex View,nan
3 Beds,2 Baths,240 Sq. M.,"Smoha, Alexandria","40,000",https://www.bayut.eg/en/property/details-502684335.html,nan,nan
3 Beds,2 Baths,240 Sq. M.,"Smoha, Alexandria","40,000",https://www.bayut.eg/en/property/details-502684335.html,nan,nan
4 Beds,4 Baths,291 Sq. M.,"Murooj, Smoha, Alexandria","15,132,000",https://www.bayut.eg/en/property/details-502684197.html,Ramy Fakher,https://www.bayut.eg/en/brokers/ramy-fakher-00000000-1ac8-801f-8000-024213371337.html
4 Beds,4 Baths,291 Sq. M.,"Murooj, Smoha, Alexandria","15,132,000",https://www.bayut.eg/en/property/details-502684197.html,Ramy Fakher,https://www.bayut.eg/en/brokers/ramy-fakher-00000000-1ac8-801f-8000-024213371337.html
3 Beds,2 Baths,147 Sq. M.,"Murooj, Smoha, Alexandria","7,644,000",https://www.bayut.eg/en/property/details-502684064.html,Dee Properties,nan
3 Beds,2 Baths,147 Sq. M.,"Murooj, Smoha, Alexandria","7,644,000",https://www.bayut.eg/en/property/details-502684064.html,Dee Properties,nan
3 Beds,3 Baths,178 Sq. M.,"Alex West, Agami, Alexandria","9,416,200",https://www.bayut.eg/en/property/details-502683914.html,Ahmed Mostafa,https://www.bayut.eg/en/brokers/ahmed-mostafa-00000000-1ab6-801f-8000-024213371337.html
3 Beds,3 Baths,178 Sq. M.,"Alex West, Agami, Alexandria","9,416,200",https://www.bayut.eg/en/property/details-502683914.html,Ahmed Mostafa,https://www.bayut.eg/en/brokers/ahmed-mostafa-00000000-1ab6-801f-8000-024213371337.html
2 Beds,1 Bath,102 Sq. M.,"Smoha, Alexandria","3,262,000",https://www.bayut.eg/en/property/details-502683712.html,Ayman,https://www.bayut.eg/en/brokers/ayman-00000000-3b7c-801f-8000-024213371337.html
2 Beds,1 Bath,102 Sq. M.,"Smoha, Alexandria","3,262,000",https://www.bayut.eg/en/property/details-502683712.html,Ayman,https://www.bayut.eg/en/brokers/ayman-00000000-3b7c-801f-8000-024213371337.html
3 Beds,2 Baths,140 Sq. M.,"Cleopatra, Alexandria","3,250,000",https://www.bayut.eg/en/property/details-502683710.html,Abdallah Mahmoud,https://www.bayut.eg/en/brokers/abdallah-mahmoud-00000000-385c-801f-8000-024213371337.html
3 Beds,2 Baths,140 Sq. M.,"Cleopatra, Alexandria","3,250,000",https://www.bayut.eg/en/property/details-502683710.html,Abdallah Mahmoud,https://www.bayut.eg/en/brokers/abdallah-mahmoud-00000000-385c-801f-8000-024213371337.html
3 Beds,2 Baths,155 Sq. M.,"Alex West, Agami, Alexandria","5,735,000",https://www.bayut.eg/en/property/details-502683629.html,Iriny Safir,nan
3 Beds,2 Baths,155 Sq. M.,"Alex West, Agami, Alexandria","5,735,000",https://www.bayut.eg/en/property/details-502683629.html,Iriny Safir,nan
4 Beds,2 Baths,141 Sq. M.,"Murooj, Smoha, Alexandria","6,838,000",https://www.bayut.eg/en/property/details-502683549.html,Abanoub Osama,nan
4 Beds,2 Baths,141 Sq. M.,"Murooj, Smoha, Alexandria","6,838,000",https://www.bayut.eg/en/property/details-502683549.html,Abanoub Osama,nan
3 Beds,2 Baths,150 Sq. M.,"Montazah, Alexandria","6,300,000",https://www.bayut.eg/en/property/details-502683495.html,Jumana Ramsis,nan
3 Beds,2 Baths,150 Sq. M.,"Montazah, Alexandria","6,300,000",https://www.bayut.eg/en/property/details-502683495.html,Jumana Ramsis,nan
3 Beds,2 Baths,138 Sq. M.,"Murooj, Smoha, Alexandria","6,348,000",https://www.bayut.eg/en/property/details-502683429.html,Abanoub Osama,nan
3 Beds,2 Baths,138 Sq. M.,"Murooj, Smoha, Alexandria","6,348,000",https://www.bayut.eg/en/property/details-502683429.html,Abanoub Osama,nan
4 Beds,2 Baths,172 Sq. M.,"Azarita, Alexandria","4,300,000",https://www.bayut.eg/en/property/details-502683236.html,Ahmed Saeed,nan
4 Beds,2 Baths,172 Sq. M.,"Azarita, Alexandria","4,300,000",https://www.bayut.eg/en/property/details-502683236.html,Ahmed Saeed,nan
2 Beds,1 Bath,120 Sq. M.,"Moustafa kamel, Sidi Gaber, Alexandria","3,500,000",https://www.bayut.eg/en/property/details-502683182.html,Ziad Hisham,nan
2 Beds,1 Bath,120 Sq. M.,"Moustafa kamel, Sidi Gaber, Alexandria","3,500,000",https://www.bayut.eg/en/property/details-502683182.html,Ziad Hisham,nan
2 Beds,1 Bath,150 Sq. M.,"Maamoura, Alexandria","3,500,000",https://www.bayut.eg/en/property/details-502683132.html,Nextestate,nan
2 Beds,1 Bath,150 Sq. M.,"Maamoura, Alexandria","3,500,000",https://www.bayut.eg/en/property/details-502683132.html,Nextestate,nan
4 Beds,2 Baths,160 Sq. M.,"Glim, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502618164.html,Amr Eltarawy,https://www.bayut.eg/en/brokers/amr-eltarawy-00000000-3f6b-801f-8000-024213371337.html
2 Beds,1 Bath,100 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502682906.html,Marina Nissem,https://www.bayut.eg/en/brokers/marina-nissem-9fbcee40-9317-4b68-8fd5-a19b498733dd.html
2 Beds,1 Bath,100 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502682906.html,Marina Nissem,https://www.bayut.eg/en/brokers/marina-nissem-9fbcee40-9317-4b68-8fd5-a19b498733dd.html
2 Beds,1 Bath,100 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502682906.html,Marina Nissem,https://www.bayut.eg/en/brokers/marina-nissem-9fbcee40-9317-4b68-8fd5-a19b498733dd.html
4 Beds,4 Baths,400 Sq. M.,"Miami, Alexandria","6,200,000",https://www.bayut.eg/en/property/details-502682821.html,Ali Emad,nan
4 Beds,4 Baths,400 Sq. M.,"Miami, Alexandria","6,200,000",https://www.bayut.eg/en/property/details-502682821.html,Ali Emad,nan
3 Beds,4 Baths,210 Sq. M.,"Alex West, Agami, Alexandria","19,125,000",https://www.bayut.eg/en/property/details-502682767.html,Aqar One,nan
3 Beds,4 Baths,210 Sq. M.,"Alex West, Agami, Alexandria","19,125,000",https://www.bayut.eg/en/property/details-502682767.html,Aqar One,nan
